1000	3		
25	5	14	10
11	13	49	46
20	24	45	6
21	10	19	4
23	18	3	35
36	45	34	2
34	6	37	6
22	11	36	47
28	48	25	33
14	28	29	45
9	9	13	47
11	37	45	14
4	45	27	35
41	40	23	16
30	41	19	12
30	23	26	38
6	32	21	44
45	1	18	35
46	26	16	35
1	48	24	31
50	31	2	43
14	41	35	30
21	39	29	29
6	48	40	27
21	7	12	12
10	37	7	19
39	40	31	27
5	50	2	22
15	19	42	12
13	43	2	16
0	6	25	15
47	49	32	10
43	42	21	15
38	44	29	36
49	24	50	28
45	25	11	39
43	4	27	9
28	38	32	33
48	28	44	16
14	14	2	31
5	17	9	31
19	35	33	16
15	44	45	6
45	35	40	22
50	21	26	5
41	40	1	18
45	42	17	41
21	39	50	7
27	31	4	23
14	32	36	32
42	3	35	46
41	39	21	4
34	20	3	8
16	33	39	19
9	41	48	35
6	40	33	28
37	17	36	27
0	50	15	11
24	9	1	21
24	35	33	36
49	46	36	19
1	50	43	47
43	3	9	40
11	42	33	30
46	17	37	28
19	32	16	42
18	28	12	43
2	2	11	16
31	2	27	25
19	29	12	24
21	27	1	35
46	32	41	24
38	2	45	28
4	31	39	20
1	46	25	11
24	16	19	39
43	34	41	14
28	32	25	2
36	43	16	37
1	2	46	21
39	23	38	41
10	9	28	38
19	31	8	14
0	13	14	15
34	8	34	15
28	33	47	42
18	22	49	20
49	11	27	37
8	21	44	12
15	24	28	47
7	38	40	22
44	35	31	13
49	33	21	38
48	6	36	10
33	17	16	37
18	36	6	28
15	49	21	40
31	33	19	15
16	22	46	50
2	47	46	36
48	1	13	19
43	18	16	28
13	40	32	10
34	48	11	43
23	1	43	34
33	32	2	13
32	9	22	43
38	17	7	1
41	16	3	31
24	1	37	23
48	5	15	24
32	43	25	12
48	49	18	48
30	29	27	39
39	26	5	31
18	29	9	15
10	30	20	39
29	41	7	15
4	3	37	44
32	49	19	6
15	43	3	39
33	19	41	10
13	47	21	38
30	16	39	19
25	46	33	22
1	41	13	29
50	16	11	17
7	42	19	16
39	46	15	25
4	11	43	28
0	15	1	28
30	35	15	44
17	7	18	36
41	36	49	10
18	49	2	50
10	29	14	8
5	35	33	45
39	27	29	9
5	7	28	2
9	35	21	28
34	44	11	47
6	28	3	16
45	38	47	35
22	47	14	8
2	36	6	17
22	24	38	36
48	6	44	35
50	3	19	19
27	12	25	33
21	15	45	45
32	4	17	12
50	50	31	46
49	24	18	1
50	36	32	12
29	13	22	46
6	15	14	26
34	33	33	15
21	46	44	25
23	4	48	38
36	11	44	9
9	37	37	6
8	41	20	38
13	38	36	40
45	2	19	41
31	7	32	7
17	28	41	18
7	19	37	20
10	41	2	9
48	29	32	7
18	29	36	12
16	7	26	45
32	1	43	21
1	4	19	16
28	17	9	38
36	22	32	8
8	42	40	32
50	31	5	29
13	21	11	46
35	40	6	38
40	34	32	38
27	22	38	4
12	4	2	24
40	6	40	24
32	48	24	18
41	17	3	20
8	31	41	15
18	20	14	29
26	24	25	50
3	23	18	3
30	43	39	9
11	3	8	35
28	25	3	6
21	14	29	38
3	38	35	1
43	4	21	11
46	11	50	24
40	11	20	11
13	30	39	42
22	16	15	6
19	7	34	8
43	30	19	38
40	50	14	35
17	19	46	50
16	47	16	28
28	28	27	34
5	4	9	44
7	21	41	12
49	14	5	38
1	16	46	17
45	48	35	3
24	9	37	13
37	40	37	44
48	39	44	22
33	35	16	31
22	1	31	32
