1000	3		
32	41	39	37
32	7	18	37
6	12	12	15
28	16	42	44
37	11	49	8
2	4	7	32
17	12	11	16
43	29	16	45
17	39	14	19
48	33	9	32
30	46	17	26
15	10	43	46
33	10	18	6
23	29	1	46
1	35	12	40
7	6	4	12
45	5	48	20
2	27	21	10
16	45	17	6
18	45	31	37
16	45	39	14
6	16	26	16
19	30	20	35
33	33	45	21
31	15	25	6
16	41	32	12
3	31	28	44
27	15	32	47
22	8	1	35
33	24	34	45
42	21	28	46
34	4	22	38
8	13	6	8
29	30	29	3
41	49	11	37
43	31	21	46
5	20	18	23
14	46	28	22
40	33	33	7
27	7	24	22
50	26	25	9
29	10	7	29
41	49	23	44
27	21	28	46
6	25	3	26
18	13	13	44
32	36	20	35
20	16	29	23
29	50	1	42
39	41	12	34
6	42	19	22
25	8	24	27
46	20	29	31
2	30	1	32
27	40	20	43
23	14	3	7
21	27	13	6
34	33	36	39
37	3	5	17
33	47	5	38
19	3	45	26
36	10	20	36
8	28	43	45
31	1	30	27
38	25	29	24
29	47	43	48
43	12	23	16
14	44	47	45
29	32	20	45
36	19	20	15
4	7	44	21
3	10	32	41
35	17	9	45
1	44	22	4
37	30	10	27
18	2	29	38
50	41	32	28
21	23	46	4
12	14	11	35
37	27	15	14
31	12	29	14
21	37	22	10
1	2	7	23
46	10	5	5
21	12	37	24
25	44	23	15
22	19	49	30
35	27	22	7
13	40	16	32
23	23	14	17
20	47	18	4
36	49	19	49
4	49	10	33
44	35	23	5
6	50	1	2
28	44	18	26
16	1	17	45
36	40	17	31
40	41	25	17
10	13	40	46
14	42	22	29
40	4	31	5
40	5	15	15
14	28	10	37
33	48	27	33
46	29	45	25
25	45	10	24
47	47	36	45
14	40	6	36
19	1	49	32
2	29	37	7
17	30	4	8
40	3	22	45
44	10	7	3
23	8	37	7
32	31	28	47
2	35	24	39
13	29	50	22
22	8	40	19
44	35	12	20
17	20	49	38
30	26	29	30
33	3	30	1
5	1	22	28
1	47	14	27
14	23	35	42
13	38	18	42
41	11	40	28
32	33	47	30
6	23	7	3
19	41	49	29
27	10	7	13
0	13	2	40
16	14	21	20
35	9	45	17
10	40	48	39
28	17	6	1
48	32	43	19
47	3	27	44
43	47	26	34
38	1	41	14
32	11	23	47
40	7	2	33
48	24	41	34
41	17	35	29
43	50	35	27
8	14	21	13
50	20	35	39
21	46	10	21
6	24	10	11
17	31	41	2
15	24	14	34
16	24	10	20
41	40	45	43
9	7	35	12
14	47	37	28
36	36	8	40
20	9	27	23
14	39	46	40
46	32	17	49
9	1	2	20
33	39	41	6
8	50	12	31
8	44	7	45
46	34	8	16
19	2	46	46
0	14	5	14
44	41	19	14
19	15	6	24
4	6	30	15
37	45	43	37
25	36	25	41
18	29	43	23
15	6	15	41
44	36	4	49
11	39	19	47
32	17	4	20
45	41	42	20
15	40	32	30
0	17	15	14
16	25	43	4
34	21	22	5
9	12	25	42
23	1	16	13
26	49	20	3
50	25	27	16
19	28	35	23
28	27	27	48
45	6	29	15
20	5	37	27
18	16	5	7
31	23	48	45
44	28	5	30
11	11	50	22
31	14	14	17
49	6	2	41
24	15	41	23
41	31	24	49
28	29	21	15
12	48	43	28
24	26	36	6
5	34	37	2
41	46	50	18
41	44	14	4
18	13	50	47
2	44	10	35
21	13	50	30
46	6	18	26
47	12	2	2
5	40	8	36
42	45	18	11
23	20	29	2
42	12	7	25
9	10	2	23
6	23	34	5
33	12	43	9
13	12	26	14
13	44	41	28
39	34	31	37
13	28	35	27
21	41	38	15
31	49	16	7
27	50	39	38
17	38	46	7
44	42	38	34
35	35	31	49
44	49	30	50
16	29	5	2
17	32	43	28
4	20	19	2
32	25	31	32
5	37	50	2
18	35	44	40
34	38	1	50
37	46	40	22
10	20	39	15
45	47	21	35
40	48	28	44
27	41	49	31
35	38	41	10
50	35	43	43
49	47	10	45
1	49	27	11
44	42	6	44
42	12	20	13
24	50	4	39
2	10	49	28
33	46	28	18
21	34	44	11
7	16	30	40
35	30	11	36
41	1	43	7
42	28	47	33
42	32	39	45
28	46	50	9
5	11	31	19
50	18	22	35
19	2	38	21
43	23	31	36
0	6	26	28
3	7	48	13
49	22	32	36
19	40	25	30
3	10	34	44
10	8	2	9
7	37	14	28
11	7	25	35
13	23	36	24
12	35	17	47
26	28	6	46
3	7	37	4
46	25	8	50
13	16	37	9
38	35	38	46
37	15	4	17
47	40	47	42
32	24	31	1
30	21	48	11
41	16	16	20
29	24	32	19
47	50	8	35
16	13	2	19
45	22	19	43
24	34	17	31
20	37	7	48
21	7	26	11
21	27	47	14
0	34	41	19
21	13	15	14
34	2	22	11
10	2	7	22
7	27	21	21
44	50	24	27
12	15	36	4
50	31	10	14
8	5	6	3
7	44	11	15
13	40	22	12
26	47	21	50
47	36	10	16
22	44	22	16
39	27	6	34
41	7	3	1
32	15	20	25
12	31	6	23
24	50	28	3
19	23	37	14
12	34	37	6
9	34	45	26
46	5	41	19
47	21	28	24
13	11	15	19
8	32	27	16
43	24	49	12
36	25	30	40
10	7	45	3
48	32	2	45
17	39	6	49
6	28	6	49
13	17	7	34
12	6	24	47
38	28	42	24
37	35	22	30
22	22	24	21
7	48	45	4
44	3	21	39
23	12	13	16
41	20	42	50
19	5	45	46
7	11	3	4
22	48	32	15
39	40	14	10
4	39	9	50
0	46	18	7
42	28	33	26
50	49	34	1
32	25	40	3
28	12	23	37
3	29	23	44
50	38	22	41
37	24	9	15
48	41	2	16
19	17	8	45
31	7	3	34
48	46	23	44
46	39	41	37
19	17	9	29
9	30	38	9
10	47	6	16
16	1	19	49
20	33	40	37
12	30	39	19
22	26	12	4
30	14	35	6
32	49	31	48
24	11	36	33
26	31	13	11
50	1	25	20
46	12	47	41
28	20	41	4
28	47	13	9
48	20	38	11
8	12	33	39
23	16	14	17
7	19	37	24
14	44	9	2
19	12	15	30
24	32	32	8
7	31	3	38
32	42	10	20
33	13	33	9
15	12	42	4
17	12	15	41
4	41	15	45
46	32	26	1
24	17	25	27
34	5	39	10
47	42	2	15
18	11	7	21
35	41	48	12
40	47	12	39
26	45	43	43
30	10	5	12
26	49	11	24
35	16	17	11
4	29	24	10
40	43	28	21
37	12	19	14
43	37	33	50
19	31	20	19
32	28	16	9
7	7	40	26
34	49	6	27
30	5	17	20
12	12	36	39
0	7	18	33
11	36	29	44
17	49	41	22
